"사업번호","구분코드","구분명","세부절차코드","세부절차명","일자","제목","상세내용"
"11740-100001049","","","156002","계약(변경)","20060823","",""
"11740-100001049","","","156001","업체선정","20210319","",""
"11740-100001049","","","156001","업체선정","20190927","",""
"11740-100001049","","","156001","업체선정","20160727","",""
"11740-100001049","","","156001","업체선정","20150711","",""
"11740-100001049","","","156001","업체선정","20100710","",""
"11740-100001049","","","156001","업체선정","20060823","",""
"11740-100001049","","","156001","업체선정","20060817","",""
"11740-100001049","","","155002","계약(변경)","20180123","",""
"11740-100001049","","","155001","업체선정","20100710","",""
"11740-100001049","","","150003","(변경)인가","20210305","",""
"11740-100001049","","","150003","(변경)인가","20201127","",""
"11740-100001049","","","150003","(변경)인가","20200818","",""
"11740-100001049","","","150003","(변경)인가","20191114","",""
"11740-100001049","","","150003","(변경)인가","20191018","",""
"11740-100001049","","","150003","(변경)인가","20190611","",""
"11740-100001049","","","150003","(변경)인가","20190304","",""
"11740-100001049","","","150003","(변경)인가","20181115","",""
"11740-100001049","","","150003","(변경)인가","20181026","",""
"11740-100001049","","","150003","(변경)인가","20180806","",""
"11740-100001049","","","150003","(변경)인가","20180702","",""
"11740-100001049","","","150003","(변경)인가","20180411","",""
"11740-100001049","","","150003","(변경)인가","20170609","",""
"11740-100001049","","","150003","(변경)인가","20170103","",""
"11740-100001049","","","150003","(변경)인가","20160602","",""
"11740-100001049","","","150003","(변경)인가","20160527","",""
"11740-100001049","","","150003","(변경)인가","20150820","",""
"11740-100001049","","","150003","(변경)인가","20150507","",""
"11740-100001049","","","150003","(변경)인가","20150316","",""
"11740-100001049","","","150003","(변경)인가","20141127","",""
"11740-100001049","","","150003","(변경)인가","20130902","",""
"11740-100001049","","","150003","(변경)인가","20120222","",""
"11740-100001049","","","150003","(변경)인가","20100827","",""
"11740-100001049","","","150003","(변경)인가","20100724","",""
"11740-100001049","","","150002","(변경)인가신청","20210216","",""
"11740-100001049","","","150002","(변경)인가신청","20201110","",""
"11740-100001049","","","150002","(변경)인가신청","20200709","",""
"11740-100001049","","","150002","(변경)인가신청","20191112","",""
"11740-100001049","","","150002","(변경)인가신청","20191014","",""
"11740-100001049","","","150002","(변경)인가신청","20190520","",""
"11740-100001049","","","150002","(변경)인가신청","20190227","",""
"11740-100001049","","","150002","(변경)인가신청","20181031","",""
"11740-100001049","","","150002","(변경)인가신청","20181010","",""
"11740-100001049","","","150002","(변경)인가신청","20180717","",""
"11740-100001049","","","150002","(변경)인가신청","20180611","",""
"11740-100001049","","","150002","(변경)인가신청","20180328","",""
"11740-100001049","","","150002","(변경)인가신청","20170529","",""
"11740-100001049","","","150002","(변경)인가신청","20161124","",""
"11740-100001049","","","150002","(변경)인가신청","20160531","",""
"11740-100001049","","","150002","(변경)인가신청","20160502","",""
"11740-100001049","","","150002","(변경)인가신청","20150716","",""
"11740-100001049","","","150002","(변경)인가신청","20150402","",""
"11740-100001049","","","150002","(변경)인가신청","20150216","",""
"11740-100001049","","","150002","(변경)인가신청","20141111","",""
"11740-100001049","","","150002","(변경)인가신청","20130819","",""
"11740-100001049","","","150002","(변경)인가신청","20120117","",""
"11740-100001049","","","150002","(변경)인가신청","20100820","",""
"11740-100001049","","","150002","(변경)인가신청","20100701","",""
"11740-100001049","","","150002","(변경)인가신청","20100518","",""
"11740-100001049","","","145002","계약(변경)","20210218","",""
"11740-100001049","","","145002","계약(변경)","20151127","",""
"11740-100001049","","","145002","계약(변경)","20100503","",""
"11740-100001049","","","145002","계약(변경)","20061205","",""
"11740-100001049","","","145001","업체선정","20150711","",""
"11740-100001049","","","145001","업체선정","20100313","",""
"11740-100001049","","","145001","업체선정","20060615","",""
"11740-100001049","","","140004","(변경)승인","20060414","",""
"11740-100001049","","","140003","(변경)승인신청","20060325","",""
"11740-100001048","","","157001","업체선정","20100128","",""
"11740-100001048","","","156002","계약(변경)","20101229","",""
"11740-100001048","","","156001","업체선정","20101229","",""
"11740-100001048","","","155002","계약(변경)","20100118","",""
"11740-100001048","","","155001","업체선정","20100118","",""
"11740-100001048","","","150003","(변경)인가","20091224","",""
"11740-100001048","","","150002","(변경)인가신청","20010830","",""
"11740-100001048","","","145002","계약(변경)","20001003","",""
"11740-100001048","","","145001","업체선정","20001003","",""
"11740-100001048","","","190002","착공신고","20110628","",""
"11740-100001048","","","170005","(변경)인가신청","20110311","",""
"11740-100001048","","","170005","(변경)인가신청","20100518","",""
"11740-100001048","","","157002","계약(변경)","20100128","",""
"11740-100001047","","","170005","(변경)인가신청","20131211","",""
"11740-100001047","","","170005","(변경)인가신청","20121108","",""
"11740-100001047","","","160004","(변경)인가고시","20130122","",""
"11740-100001047","","","160004","(변경)인가고시","20110405","",""
"11740-100001047","","","160002","(변경)인가신청","20120831","",""
"11740-100001047","","","160002","(변경)인가신청","20101110","",""
"11740-100001047","","","156002","계약(변경)","20161223","",""
"11740-100001047","","","156002","계약(변경)","20101224","",""
"11740-100001047","","","156002","계약(변경)","20100728","",""
"11740-100001047","","","156002","계약(변경)","20010903","",""
"11740-100001047","","","156001","업체선정","20161223","",""
"11740-100001047","","","156001","업체선정","20101224","",""
"11740-100001047","","","156001","업체선정","20100728","",""
"11740-100001047","","","156001","업체선정","20010903","",""
"11740-100001047","","","156001","업체선정","20010623","",""
"11740-100001047","","","155002","계약(변경)","20170630","",""
"11740-100001047","","","155002","계약(변경)","20170630","",""
"11740-100001047","","","155002","계약(변경)","20170630","",""
"11740-100001047","","","155002","계약(변경)","20161221","",""
"11740-100001047","","","155002","계약(변경)","20151215","",""
"11740-100001047","","","155002","계약(변경)","20150918","",""
"11740-100001047","","","155001","업체선정","20170630","",""
"11740-100001047","","","155001","업체선정","20170630","",""
"11740-100001047","","","140004","(변경)승인","20031029","",""
"11740-100001047","","","155001","업체선정","20170630","",""
"11740-100001047","","","155001","업체선정","20161221","",""
"11740-100001047","","","155001","업체선정","20151214","",""
"11740-100001047","","","155001","업체선정","20020330","",""
"11740-100001047","","","150003","(변경)인가","20161116","",""
"11740-100001047","","","150003","(변경)인가","20160115","",""
"11740-100001047","","","150003","(변경)인가","20150806","",""
"11740-100001047","","","150003","(변경)인가","20150603","",""
"11740-100001047","","","150003","(변경)인가","20140325","",""
"11740-100001047","","","150003","(변경)인가","20121127","",""
"11740-100001047","","","150003","(변경)인가","20111205","",""
"11740-100001047","","","150003","(변경)인가","20110819","",""
"11740-100001047","","","150003","(변경)인가","20101118","",""
"11740-100001047","","","150003","(변경)인가","20091008","",""
"11740-100001047","","","150002","(변경)인가신청","20160922","",""
"11740-100001047","","","150002","(변경)인가신청","20150918","",""
"11740-100001047","","","150002","(변경)인가신청","20150703","",""
"11740-100001047","","","150002","(변경)인가신청","20150507","",""
"11740-100001047","","","150002","(변경)인가신청","20140225","",""
"11740-100001047","","","150002","(변경)인가신청","20121029","",""
"11740-100001047","","","150002","(변경)인가신청","20111020","",""
"11740-100001047","","","150002","(변경)인가신청","20110711","",""
"11740-100001047","","","150002","(변경)인가신청","20101111","",""
"11740-100001047","","","150002","(변경)인가신청","20090924","",""
"11740-100001047","","","145002","계약(변경)","20180423","",""
"11740-100001047","","","145002","계약(변경)","20120106","",""
"11740-100001047","","","145002","계약(변경)","20110504","",""
"11740-100001047","","","145002","계약(변경)","20010903","",""
"11740-100001047","","","145002","계약(변경)","20010903","",""
"11740-100001047","","","145001","업체선정","20120106","",""
"11740-100001047","","","145001","업체선정","20110504","",""
"11740-100001047","","","145001","업체선정","20010903","",""
"11740-100001047","","","140003","(변경)승인신청","20030910","",""
"11740-100001047","","","145001","업체선정","20010903","",""
"11740-100001047","","","210004","인가","20161229","",""
"11740-100001047","","","210003","인가고시","20170104","",""
"11740-100001047","","","200003","일반분양공고","20140404","",""
"11740-100001047","","","200002","일반분양승인","20140402","",""
"11740-100001047","","","200001","입주자모집 승인신청","20140326","",""
